t x y z
1368 2 -1 11
1369 2 -1 11
1370 2 -1 10
1371 1 -2 9
1372 -1 -2 9
1373 -1 -2 10
1374 -1 -2 9
1375 -1 -1 10
1376 -1 -1 10
1377 -1 -1 9
1378 -2 -1 10
1379 -2 -1 10
1380 -1 -1 10
1381 -1 -1 10
1382 -2 -1 11
1383 -2 -1 10
1384 -1 1 9
1385 -1 1 9
1386 -1 1 8
1387 -1 2 7
1388 -1 2 6
1389 -1 2 6
1390 -1 2 7
1391 -1 2 9
1392 -2 3 10
1393 -2 3 11
1394 -2 3 11
1395 -3 4 10
1396 -3 4 10
1397 -3 4 11
1398 -4 4 12
1399 -4 4 12
1400 -5 4 12
1401 -5 4 12
1402 -4 4 12
1403 -3 4 11
1404 -3 4 11
1405 -4 5 11
1406 -4 5 11
1407 -5 5 10
1408 -5 5 8
1409 -4 6 8
1410 -4 6 8
1411 -5 6 8
1412 -5 6 7
1413 -4 6 7
1414 -4 6 9
1415 -5 5 10
1416 -5 4 9
1417 -5 4 9
1418 -5 4 10
1419 -4 4 10
1420 -4 4 10
1421 -3 3 10
1422 -2 3 10
1423 -1 4 10
1424 1 3 10
1425 1 2 10
1426 1 2 10
1427 2 2 10
1428 1 1 9
1429 1 0 9
1430 1 0 9
1431 0 1 8
1432 -1 3 8
1433 -1 4 8
1434 -2 4 10
1435 -2 3 10
1436 -2 3 10
1437 -2 3 10
1438 -3 3 10
1439 -3 4 9
1440 -4 5 10
1441 -5 5 10
1442 -5 5 10
1443 -5 6 9
1444 -4 6 8
1445 -3 6 8
1446 -4 6 7
1447 -4 5 7
1448 -4 3 6
1449 -4 2 6
1450 -4 2 5
1451 -5 2 6
1452 -6 2 6
